Tweets_text,User_name,Source
So annoying how whenever you feel unwell you automatically think you have corona,tommasAnders0n,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Thread  ,simondowser,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
I have waited for these fake Christians to be taxed and audited all of my life   Disgusting trash that bleed shut in s ,colmant_,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
Source    ,cclactu,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Health care workers on the Navajo Nation begin receiving COVID vaccines    via     ,AzDebtman,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
      Pence       Fully Endorse The Trump effect  Disgusting  Trai   ,spaceavailable4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Viral  Dreams  Skateboarder Nathan Apodaca Tests Positive for COVID via    ,QueensIceZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
In a normal year  I d be annoyed that our school is too precautious planning snow days for tomorrow and Thursday in   ,aharden,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Dear Leader was going to hook up COVID style with Hannity tonight but if you let  ByeHannity trend his kisses are going ,LaurieS83,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
If you ve shared a 40 with a gutterpunk   ,girlgeist,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
COVID 19 deaths on rise in Arab countries  ,Ramannano,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
tx s   says Operation Warp Speed not only provided support but also created a consortium that harmoni ,HombrePerro8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  Yeah  how d Dump s nonexistent COVID response work out for Fla  Yeah  I didn t think so  So STFU  Dumbass ,Thms80,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
In a statement  Interior Health confirmed it has detected cases of COVID 19  related to transmission caused by social act ,soriano177,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
New  COVID19 Update from Liberty Fence  amp  Railing       fences  fence  railings  railing   ,Liberty_Fence,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
             Areas may be flattening around the country  b   ,stanleycupot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
HAHAHAH  PRESS SECRETARY   McEneny    is a dunce   she has been resurrected from the fox dung heap  PREVIOUS COMMENTS ON ,JoeEbert11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
WHO In Talks With Pfizer  Moderna On COVID 19 Vaccine Access For Poor Countries  ,yemi_firstson,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Take poison to prove you re one of us ,AtlasBatterie,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  Isn t that done in Canada if you get a flu shot    sign here before the jab   Here s the Pfizer insert   ,thejimmacdonald,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
OF HOPE   Sorry for your loss  I lost my mom in May to dementia  I specifically told them t ,PJS193,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Here s How Joel Osteen and His Tax Exempt Megachurch Legally Got  4M in COVID 19 Funds   Chuches p ,OGormansCottage,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
       There are no  GOP 2020  conservatives  only  Covid  genocidal  racists   regressives    ,StephScythes,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
          A Spencer   You first said lockdowns ki   ,LLispyLizard,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  Do they have an emergency COVID Long snapper too ,thefifthtim,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
getting mad thinking about how when egypt gets any  good  vaccine the first people to take it after doctors will be rich ,Mizo_hossam,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Racial disparities in Covid 19 are bad  They re even worse in cancer   via  ,CincyKidsGenomX,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Canada has strayed a long way from  There s no place for the state in the bedrooms of the nation   cdnpoli,barbara67679790,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
  Jordan We d rather get to the bottom of your cover up at OSU Gym  Let s hear the evidence when the FBI complet   ,jayhale2050,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Justice Centre for Constitutional Freedoms   Government data shows lockdowns more deadly than  COVID19      ht ,jjgpden,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
I agree  plus we have National monuments for wars and terrorist acts  9 11 01  that each had far ,gnuman1979,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
FIRST COVID VACCINATION IN COLUMBIA  MO  Given to Alvin  Bob  River  a 99 year old U S  Army Veteran of World War I   ,coryjohnsontv,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Congrats again   and great job leading this effort       amp    ,jtmonrad,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
I just spoke with my friend who works in the health sector  the epidemiological situation is very serious I hope that ,ms_czapla,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
It s not befitting for a true Muslim to believe and engage in silly conspiracy theories  Obama is not Bin Laden  Michelle i ,FlemishKhilafah,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  News on the radio today  first report how covid cases are escalating out of control  next segment how de   ,Ben78__,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
How do you get away from pandemic fatigue when every inch of this country is a potential hotspot  You don t   Covid   ,DavidSwan5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Full transparency    covid has me so weak that I had to get my cane out  I m thankful that I haven t needed it in m   ,meganmaebae,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
U S  is averaging nearly 210 000 new COVID cases a day in the past week   ,mrtgr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Definitely a full circle moment for WA state  The first to report COVID deaths  and now the first to receive the va   ,elliekat,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
    This time its McConnell and his COVID liability waiver   ,FlexasaurusWrex,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Homie Hank back at it again with the Crash Course  Covid Edition  Thanks for sharing ,margrietvanbaal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
  According to this there have been over 12 000 Covid19 mutations     ,UK_4_Democracy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
WOOF  Heading up    WearADamnMask,JimmyLudwigNYC,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1  15 new COVID 19 cases in  KFLA today  2 males 10 to 19  under investigation  3 males 20s  under invest  Male 30s  under inv ,Maria_N_Daniel,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
UK Parliament  STOP PREGNANT WOMEN FROM BEING INFECTED WITH COVID 19   Sign the Petition    via  ,MinchevaMarieta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Sadly  the best way to keep your family safe for the holidays is to celebrate via Zoom  But if you re planning to visit frien ,HealthLeadsNatl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Sign up today for  50     earnmoney  cashappfriday  makemoneyonline,Norman26851351,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Today is set to be Mecklenburg County s highest COVID case count to date ,AfroSINtricDiva,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
This is an exciting day  ,katlyoder,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Mike Krzyzewski criticized the NCAA for its handling of an increase in COVID cases  creating a firestorm on social   ,SI_HEELS,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
            The car crash killed them   M   ,SoupyTwists,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Gov  Larry Hogan has announced that he s reactivating the MD  National Guard to assist in the distribution of COVID vaccine    ,DickUliano,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Devastating look at  pandemic s toll on children via    a social  emotional and academic ordeal so extr   ,cathyarnst,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  Canada is getting the Moderna coronavirus vaccine  this month   ,shoyu,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
His GoFundMe page  which aims to raise  50 000  notes   staggering medical bills from a hospital stay of 2  months  related ,a_picazo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
me at my first post covid social event  ,slinkypony66,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Moderna Vaccine Is Highly Protective Against Covid 19  the F D A  Finds  ,soniagoldenberg,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  gay I m so sorry  Covid isn t as deadly as they re trying to convince us it is  Yes  my uncle did of from it   ,RobinSueWho,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
   Ford either is not telling Ontarians the facts  or he doesn t fully understand how the price on pol   ,darkpenguin_efb,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Fred Guttenberg thank you  In reading your book  I say anyone that gets to chapter 6 and reads it through without d   ,donnabrown888,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
For America to ask black people to take the covid vaccine is like a rapist who gave a woman syphilis to have consen   ,Ronmc91,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Thanks Socialized Medicine   TommyDouglas  ableg  abpoli  ,Melkorka12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Great News  Now let s set a return to play for youth sports which wasn t the problem   LetThemPlay  mentalhealthishealth ,Vandy0876,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
How often do you have a symptom and think   welp  I guess I have covid now  ,MindyBe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
  i read your book at the library where me and my aunt used to work for the state government to help p   ,baddiboi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Biden to be sworn into office in largely virtual event as COVID 19 rages    ,jocve,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
My initial analysis on Covid relief talks    ,cmosquit,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Dear 2020  Take along with you all the disappointments  the pains  deaths  business as usual especially the Covid 1   ,CexyCupid,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  is Trump Junior  He doesn t care about health care workers or COVID 19 patients  His main priority   ,JohnStracquada1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
YES     a public hearing for all to see  ,LoulouResists,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
    I m ignoring Covid entirely  Complete over reaction ,PipSinks,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Get this while its hot   A glass of coke tests positive for Corona Virus ,92michael,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
This is fabulous and you should read it  ,MIT_Sciwrite,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
  Hi there  Please visit our website to view the COVID 19 benefits we offer and the eligibility requi   ,CanRevAgency,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Our front line heroes are at their breaking point   Our states  cities  towns  amp  schools are facing massive budget deficits  ,laborradionet,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
The first vaccines are now being administered here in MN     ,geodesicvoyager,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Today s BOMBSHELL updates  2018 EO foreign interference  corruption  COVID and much more     Ca ,deb2829,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Mnuchin to join by phone as top U S  congressional leaders meet on COVID 19  McConnell vows agreement  ,TrumpWatchNews,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
rob     refuses to acknowledge 20 000 Floridians who died from COVID during his tenure   ,QueenBertRoyal,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
times  Biden to be sworn into office in largely virtual event as Covid 19 rages in US  ,AvrilBellon,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  Jordan Jim Jordan is the absolute WORST  This is such a bad faith argument as Jim doesn t even believe COVID i   ,Roman3Miles,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
   A picture is worth a thousand words   What about how Pence supported misleading the American people  What   ,Donjunique,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
Today  I announced my COVID 19 Recovery Plan to build on the work of Governor Northam s administration and ensure we cr ,mspamdavis,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
It s making me feel so happy and hopeful to see people getting the covid vaccine,MuffMacGuff,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
hayden  If you been to a sold out show in the Nile underground mid az summer   you really don t need to worry about what s in a co ,dollskinsyd,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
                you all helped this happen     supporting keeping services goi   ,missojennie,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Soooo my brothers wife that lives at my parents house tested positive for Covid  Anyone gotta a place I can stay fo   ,SpencerSolis48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
im really fucking tired of this corona thing  just wear a mask so we can all get back to our normal lives asap,hufflepufflftv,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
  read 40 years of science on masks not 2020 nonsense  Latest peer reviewed Danish scientific study of   ,Lukafoto,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Exclusive  Schools will have to train staff in up to seven different roles and get government sign off on dealings with th ,NattySo2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
s  Life before COVID    ,Legit_Gerardo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
    I agree  Thinking hoping that current supply chain disruptions due to COVID  geopolitical land   ,PrangeAlbert,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Mark Zuckerberg wants privacy  but just for himself   Donald Trump wanted government provided healthcare  but just for him ,heraclitean11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Nobody wants to be locked down ,CJ73205520,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  I just peeped yesterday some boxing club had some kids here in MPLS put the work in to be able to comp   ,ThaBookOfJoshua,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
    That s a broad brush to paint with  It s not like the majority of parents are TRYING to get   ,ryanrsee,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  Thanks Alex for sharing and also your decision to publish it  very well articulated and balanced  Als   ,Xzzy789,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
For years  our Holiday Season Celebration has provided kids in care with a chance to build great holiday memories    ,CAFDN,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
        Fully Endorse The Trump effect  Disgusting  Traitors  Tragic  COVID Patien   ,spaceavailable4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Most doses of a COVID 19 treatment are going unused      ,digitallifest10,"<a href=""http://digitallifestyleserve.com"" rel=""nofollow"">digitallifestyleserve</a>"
Some Buttigieg at DOT reax      confident transit agencies will get COVID relief money and push forward   ,danrivoli,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
I created and sent this in response to someone sending me an anti COVID 19 Rules meme    ,dmellieon,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Perdue  amp  Loeffler have already proven that they don t care about COVID relief or voting rights     Jon Ossoff and R   ,angelfrmcanada,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
    Doctors should charge the government for not stopping pandemic  Justin u knew covid   ,BabyElvis10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Lee Johnson   The game should have been called off   it was dangerous for the players    SAFC  COVID19,SkySports_Keith,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
This is a TERRIBLE idea  Mark my words  this data WILL be used against us if Democrats take the Executive Branch  You l ,wewoka,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
Whoever thought reopening   two weeks after Thanksgiving during a widely recognized 2nd wave of Covid is   ,ariane321,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
I m a mom and a grandmother  listen to me  don t let COVID fatigue steal away the people that you love  3 3,VulcanPrincess6,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
 College will be the chance you get to start over and make new friends    Covid  Friend has to transfer somewhere e   ,eliwood43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Do we have to sign for it    Love it    ,BLUEWHA22281721,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
0 new cases  COVID19Vic 47x local  ,migga,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  The fact that covid was allowed to run rampant was a genocidal political act on the part of the republica   ,Perserverance_,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
How isn t this viral,lghmbrsn,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
We are in hell,LogJ1776,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Great to be back at Wepa again delivering our Level 3 First Aid At Work to these bunch of legends  Happy to say the   ,Proactive1staid,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
    their website  usually it would be sold out by now but obviously it may not 100  be going a   ,ntltcanna,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Nashville has it own Fear mongering  Covid Pimpin   lying thru their teeth propagandists   Meet NewsTeam member Phil  Prav ,gary_tenn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
For reference  CRS  is one of the toxicities of COVID 19  an over expression of the immune system  For more on the   ,aurmanARK,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Dr  Anthony Fauci assures the world s children that it s safe for Santa to tumble down their chimney   Santa is exempt from   ,SENSIMILLIEA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
I m starting a new thread on the Trump  AbrahamAccords Peace Coin It shows you the real purpose of  COVID  amp  the  GreatReset  amp  t ,prowrestlingboy,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Waiting to get the COVID 19 vaccine  What an exciting day ,LCahuaymeMD,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
y all switched up quick from corona shaming to fetishizing  no i am not gonna wear a maid costume,uliviuh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Republicans think big corporations are the real victims in the pandemic  Let that sink in    ,CleanupCarl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Dear    Instead of pouting  you can help the American people  The House will support additional funds added ont ,barbc9988,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
I keep seeing posts saying  if anyone mentions Covid   pandemic   lock down from 00 01 2021 onwards is getting knoc   ,Helena_0306,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
The covid restrictions both here  amp  in SA are indicative of privilege They allow white neighborhoods  amp  white businesses to hav ,tulinashiweda,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
  oh god that s so shitty  I hope you and your cousin end up being okay and COVID free,mothiman,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
so donald has lost his gig now he is fucked soooo boris will soon resign simply as he has singularly fucked up the   ,offsteppenwolf,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  fo real  i havent practiced much at all this year due to covid and prices,lowkeybrowsli,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
New At Home Covid Test Gets Green Light From F D A   by BY KATHERINE J  WU via NYT New York Times  ,stevekrohn,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>"
  STR Pricks like this  why are you discriminating against us ma am  are alway the ones who cry wolf as the   ,ryantompkins_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Second time in a week I ve had a dr s appt  rescheduled  due to COVID   People who disregard guidelines not only mi   ,JunkDrawer,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
80 something adult being discharged home from SNF s p spinal fracture  Had a   COVID test a week    without symptom   ,jon_kavanagh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
yes dv can happen to anyone but there was a single video that went around during covid about a fist signal  working   ,imnotyourdaisy,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  What s your suggestion  Mattie   Oh yeah  you just want more Americans dead  either from Covid  hunge   ,Landgrafs11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  moses2   Medic27 I m not saying you need to trust anything the government does  I don t believe a word they   ,Giruzzi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
      Max   Newyork covid deaths 35k  texas 24k California 21k flor   ,AaronHargraves3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
sales weren t like previous weeks but i also felt a little inclined to keep my donations at similar numbers cause u   ,buttcheekwizard,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Congrats stupid ,taylr_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
The hospitality industry is tough and rugged  take it from this former dishwasher  Still  it s never taken a punch like COV ,AndrewRigie,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
We need more of this action on voter fraud  incompetent  I think not  corruption seems more viable  Traitors,USATRUMPMAN1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
      Sanitize your hands after touching anything and sanitize anything you bought wh   ,PresidentElecti,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
I don t know about everyone else  but I can t help but get a little emotional at every video I see of people starting to g ,AmyAyers16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
At least 20 infantry soldiers at Fort Bliss have tested positive for COVID 19  with dozens more showing symptoms  T   ,TeamHeinrich,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>"
Just talked to one of my co workers  He said he may have covid so he said he may go get tested I asked why and he s   ,46biscuits,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
FDA authorizes first at home  over the counter Covid test  ,DrHubaEvaluator,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
I beg to differ as  schools aren t the primary drivers of Covid 19 outbreaks  The emerging research confirms children u ,QalandarInRuks,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
I just got the COVID vaccine   ,xoxoxesther,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Hundreds of millions of  Vaccine doses will require hundreds of millions of  Syringes from companies such as   ,DrugDeliveryNow,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>"
Guten Tag  please find the unroll here     Many of you  your friends and family  now have  or soo ,melaniesrivet,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
            Fully Endorse The Trump effect  Disgusting  Tra   ,spaceavailable4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
the covid test feels fkn gnarly in your nose,egirlpearl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
African American Nurse first to Receive COVID Vaccine   NNPA NEWSWIRE    The person who is going to take the first   ,BlackPressUSA,"<a href=""http://www.blackpressusa.com"" rel=""nofollow"">App for BlackPressUSA</a>"
Also Amy are scientists have been working on vaccines for Covid for 17 yrs  Once China released the code for t ,BridgetteAreva2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
UK govt has no plans for mandatory vaccine or vaccine passports  says COVID vaccine minister   ,WCEA_LSN,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
In the Westminster Hall debate on the petitions signed by over 150 000 people protesting against the treatment of publ ,GraceMurphy2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Just as we mentioned briefing in advance  this useful document via   thanks to   Giving th   ,DiverseAlz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
With only 2 weeks left in the year  the total death count in 2020 is nearly the same as it was in 2018  This data c   ,JoshSonders,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
An elderly lady at my dad s former church passed away last week from COVID  While she was in the hospital her daugh   ,samueld_james,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Great piece by   on patients receiving the COVID 19 vaccine and we want to thank all our GP practices i   ,nhsleeds,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  Last fun thing I did before COVID was seeing them open for the wonder years and that album got me thr   ,KotkaYT,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
There s no such thing has a snow day this year they are all covid days  ,AydenLincoln,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Can t go on Facebook without seeing a wedding a week  And some are the same people posting about  doing your part    ,disneymantweets,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
We need the Democrats to control the Senate so Americans can get COVID relief and protect their healthcare during the pande ,JaydeeJourdin,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
